c5	32	0.5
c7	14	0.0
c3	6	0.8
c6	15	0.9
c11	42	0.5
c4	12	0.8
c12	23	0.5
c1	25	0.9
c2	8	0.7
c8	19	0.2
c10	10	0.1
c0	46	0.3
c9	43	1.0
c0	19	0.4
c0	8	0.5
c0	42	0.5
c0	14	0.4
c1	14	0.8
c1	25	0.9
c1	8	0.3
c1	42	0.8
c2	19	0.3
c2	43	0.2
c2	12	0.9
c2	23	0.0
c3	32	0.6
c3	46	0.7
c3	25	1.0
c3	23	0.0
c4	6	0.7
c4	25	0.1
c4	43	0.2
c4	10	0.4
c5	19	0.3
c5	10	0.5
c5	42	0.4
c5	43	0.1
c6	42	0.7
c6	14	0.4
c6	8	0.2
c6	19	0.4
c7	25	0.6
c7	15	0.8
c7	43	0.0
c7	19	0.8
c8	12	0.4
c8	15	0.1
c8	8	0.0
c8	6	0.8
c9	8	0.6
c9	46	0.4
c9	14	0.2
c9	23	0.8
c10	46	0.3
c10	14	0.5
c10	12	0.2
c10	23	0.9
c11	14	0.7
c11	6	0.5
c11	10	0.4
c11	42	0.1
c12	43	0.9
c12	15	0.1
c12	6	0.7
c12	8	0.2
