c1	14	0.3
c3	13	0.8
c6	11	0.2
c9	32	0.6
c5	21	0.8
c10	6	0.6
c11	5	0.8
c2	23	0.9
c7	8	0.3
c8	30	1.0
c12	2	0.1
c0	7	0.9
c4	3	0.0
c1	23	0.9
c1	8	0.8
c1	30	0.0
c1	21	0.7
c3	3	0.3
c3	5	0.6
c3	30	0.0
c3	23	0.8
c6	14	0.7
c6	8	0.3
c6	21	0.4
c6	2	0.4
c9	23	0.3
c9	30	1.0
c9	14	0.5
c9	11	0.9
c5	21	0.3
c5	32	0.8
c5	23	0.3
c5	3	0.6
c10	21	0.8
c10	2	0.1
c10	30	0.2
c10	5	0.9
c11	32	0.7
c11	6	0.3
c11	13	0.1
c11	7	0.1
c2	7	0.1
c2	11	0.4
c2	8	1.0
c2	5	0.5
c7	32	0.6
c7	21	0.5
c7	8	0.5
c7	3	0.3
c8	5	0.3
c8	11	0.7
c8	21	0.5
c8	3	0.4
c12	5	0.9
c12	32	0.9
c12	30	0.6
c12	3	0.1
c0	14	0.3
c0	30	0.9
c0	21	0.0
c0	8	0.5
c4	14	0.6
c4	23	0.5
c4	11	0.2
c4	7	0.9
