c11	16	0.1
c17	71	0.2
c14	19	0.7
c20	20	0.7
c22	55	0.4
c21	62	0.6
c8	2	0.5
c13	22	0.3
c4	72	0.9
c3	68	0.8
c18	75	1.0
c12	27	0.8
c15	47	0.1
c0	17	0.7
c1	43	0.7
c5	64	0.6
c16	7	0.7
c2	23	0.4
c6	28	0.0
c7	26	0.6
c19	39	0.8
c9	74	0.7
c10	34	0.0
c11	26	0.8
c11	64	0.6
c11	72	0.6
c11	22	0.3
c17	39	0.2
c17	7	1.0
c17	34	0.5
c17	74	0.9
c14	39	0.4
c14	20	0.3
c14	62	0.3
c14	2	0.1
c20	27	0.7
c20	26	0.8
c20	47	0.1
c20	72	0.5
c22	27	0.2
c22	28	1.0
c22	64	0.3
c22	47	0.4
c21	55	0.8
c21	17	0.4
c21	39	0.7
c21	16	0.3
c8	26	0.5
c8	64	0.1
c8	68	0.1
c8	28	0.5
c13	20	0.3
c13	16	0.9
c13	72	0.5
c13	43	0.9
c4	19	0.2
c4	39	0.9
c4	23	0.6
c4	27	0.4
c3	34	0.4
c3	2	0.4
c3	39	0.5
c3	27	0.6
c18	55	0.0
c18	39	0.3
c18	22	0.5
c18	27	0.7
c12	43	0.2
c12	7	1.0
c12	23	0.6
c12	72	0.6
c15	27	0.1
c15	75	0.6
c15	28	0.1
c15	20	0.4
c0	62	1.0
c0	20	0.8
c0	26	0.9
c0	55	1.0
c1	26	0.9
c1	20	0.8
c1	17	0.4
c1	64	0.8
c5	20	0.5
c5	74	0.3
c5	75	0.9
c5	71	0.8
c16	39	0.3
c16	55	0.2
c16	28	0.3
c16	74	0.2
c2	19	0.0
c2	2	0.6
c2	7	0.0
c2	26	0.0
c6	7	0.7
c6	22	0.6
c6	27	1.0
c6	64	0.8
c7	47	0.6
c7	2	0.6
c7	19	0.9
c7	64	0.9
c19	19	0.1
c19	16	0.8
c19	43	0.8
c19	47	0.8
c9	23	0.3
c9	20	0.8
c9	47	0.5
c9	75	0.6
c10	23	0.9
c10	2	0.4
c10	71	0.5
c10	34	0.7
