c3	43	0.5
c8	13	0.2
c16	16	0.7
c2	9	0.4
c6	24	0.7
c12	39	0.0
c5	32	0.8
c15	6	0.2
c1	30	0.0
c9	39	0.1
c9	13	0.0
c9	30	0.7
c9	16	0.9
c10	13	0.0
c10	32	0.8
c10	16	0.0
c10	24	0.8
c11	24	1.0
c11	9	0.7
c11	30	0.4
c11	39	0.3
c12	9	0.1
c12	43	0.3
c12	39	0.9
c12	16	0.8
c13	39	0.5
c13	43	0.7
c13	13	0.7
c13	9	0.4
c14	39	0.6
c14	30	0.7
c14	13	0.8
c14	6	0.1
c15	6	0.9
c15	9	0.5
c15	32	0.6
c15	39	0.3
c16	16	0.3
c16	9	0.2
c16	30	0.8
c16	24	0.2
c17	39	0.9
c17	24	0.8
c17	30	0.9
c17	43	0.9
c0	13	0.6
c0	24	0.2
c0	6	0.3
c0	30	0.5
c1	9	0.7
c1	6	0.8
c1	43	0.3
c1	24	0.5
c2	32	0.4
c2	43	0.6
c2	24	0.1
c2	16	0.8
c3	6	0.3
c3	32	0.5
c3	13	0.1
c3	9	0.3
c4	13	0.0
c4	9	0.5
c4	24	0.7
c4	30	0.7
c5	9	0.3
c5	32	0.1
c5	39	0.1
c5	30	0.5
c6	9	0.7
c6	16	0.1
c6	43	0.5
c6	30	0.2
c7	32	0.1
c7	24	0.2
c7	43	0.3
c7	30	0.4
c8	24	0.6
c8	6	0.8
c8	9	0.5
c8	39	0.5
