c13	57	1.0
c4	2	0.1
c28	3	0.3
c11	70	0.6
c23	55	0.7
c2	14	0.1
c19	16	0.7
c15	27	0.6
c20	66	0.6
c7	76	0.5
c21	41	0.5
c26	33	0.6
c12	62	0.7
c5	31	0.8
c14	47	0.3
c15	76	0.4
c15	41	0.7
c15	14	0.7
c15	27	0.8
c16	76	0.7
c16	27	0.0
c16	14	0.9
c16	55	0.4
c17	76	0.5
c17	62	0.1
c17	2	0.9
c17	3	0.4
c18	62	0.6
c18	57	0.8
c18	66	0.2
c18	55	0.4
c19	76	0.2
c19	33	0.9
c19	41	0.3
c19	57	0.9
c20	3	0.7
c20	33	0.5
c20	41	1.0
c20	14	0.2
c21	14	0.6
c21	76	0.9
c21	33	0.3
c21	55	0.1
c22	70	0.3
c22	57	0.2
c22	62	0.1
c22	76	0.1
c23	47	0.2
c23	27	0.3
c23	57	0.2
c23	31	0.9
c24	47	0.9
c24	2	0.3
c24	55	0.2
c24	27	0.6
c25	33	0.4
c25	27	0.6
c25	2	0.1
c25	41	0.2
c26	70	0.5
c26	47	0.5
c26	3	0.2
c26	76	0.1
c27	16	0.7
c27	31	0.2
c27	55	0.2
c27	62	0.9
c28	2	0.2
c28	66	0.0
c28	33	0.5
c28	14	0.2
c29	33	0.7
c29	41	0.0
c29	16	1.0
c29	66	0.2
c0	76	0.4
c0	47	0.3
c0	70	0.1
c0	33	0.4
c1	47	0.4
c1	16	0.2
c1	66	0.6
c1	76	0.9
c2	55	0.6
c2	62	0.0
c2	70	0.6
c2	66	0.6
c3	2	0.8
c3	27	0.5
c3	76	0.5
c3	33	0.1
c4	76	0.3
c4	14	0.4
c4	31	0.1
c4	27	0.2
c5	70	0.8
c5	3	0.5
c5	47	0.0
c5	57	0.1
c6	70	0.5
c6	66	0.8
c6	14	0.4
c6	2	0.8
c7	55	0.9
c7	41	0.4
c7	62	1.0
c7	57	0.1
c8	76	0.9
c8	27	0.5
c8	31	0.4
c8	66	1.0
c9	66	0.9
c9	41	0.9
c9	3	0.8
c9	2	0.3
c10	70	0.7
c10	57	0.5
c10	62	0.0
c10	14	0.7
c11	27	0.1
c11	3	0.6
c11	55	1.0
c11	33	0.6
c12	41	0.1
c12	70	0.5
c12	33	0.0
c12	47	0.5
c13	76	0.1
c13	57	0.2
c13	16	0.8
c13	62	0.9
c14	41	0.7
c14	31	0.4
c14	70	0.3
c14	3	0.9
