c22	33	0.5
c10	45	0.5
c29	74	0.7
c43	26	0.3
c41	21	0.7
c40	6	0.9
c0	1	0.9
c1	68	0.2
c14	57	0.8
c4	60	0.3
c17	56	0.1
c12	75	0.4
c9	14	0.7
c30	12	0.7
c32	3	0.9
c25	59	1.0
c23	47	0.7
c26	51	0.8
c37	58	0.1
c11	9	0.6
c18	36	1.0
c20	62	0.0
c2	13	0.5
c23	68	0.1
c23	36	1.0
c23	74	0.6
c23	14	0.4
c24	13	0.6
c24	33	0.3
c24	14	0.2
c24	21	0.2
c25	9	0.5
c25	45	0.5
c25	36	0.3
c25	51	0.7
c26	21	0.3
c26	6	0.5
c26	60	0.2
c26	26	0.8
c27	62	0.5
c27	12	0.6
c27	74	0.9
c27	57	0.5
c28	59	0.7
c28	3	0.4
c28	68	0.3
c28	57	0.0
c29	59	0.5
c29	21	0.3
c29	13	0.5
c29	33	0.6
c30	47	0.4
c30	33	0.3
c30	3	0.7
c30	12	0.7
c31	75	0.3
c31	58	0.9
c31	74	0.6
c31	33	0.2
c32	75	0.1
c32	21	0.0
c32	68	0.9
c32	14	0.7
c33	14	1.0
c33	47	0.1
c33	75	1.0
c33	59	0.6
c34	6	0.3
c34	56	0.2
c34	1	0.0
c34	36	0.4
c35	36	0.7
c35	47	0.7
c35	45	0.8
c35	26	0.6
c36	14	0.5
c36	56	0.5
c36	26	0.5
c36	36	0.6
c37	59	0.4
c37	62	0.7
c37	60	0.7
c37	1	0.1
c38	36	0.8
c38	62	0.5
c38	60	0.4
c38	51	0.1
c39	26	0.4
c39	12	0.7
c39	36	0.9
c39	47	0.1
c40	58	0.4
c40	14	1.0
c40	59	0.6
c40	12	0.7
c41	9	0.4
c41	1	0.6
c41	45	0.7
c41	14	0.9
c42	9	0.5
c42	13	0.5
c42	36	0.8
c42	56	0.9
c43	3	0.1
c43	14	0.5
c43	12	0.5
c43	74	1.0
c44	1	0.1
c44	6	0.7
c44	56	0.8
c44	68	0.9
c45	68	0.3
c45	33	0.4
c45	75	0.0
c45	14	0.9
c0	57	0.2
c0	45	0.4
c0	26	0.0
c0	60	0.2
c1	45	0.4
c1	26	0.7
c1	3	0.4
c1	60	0.6
c2	45	0.9
c2	60	0.4
c2	14	0.0
c2	6	0.0
c3	45	0.3
c3	75	0.8
c3	57	0.2
c3	60	0.3
c4	1	0.9
c4	14	0.7
c4	45	0.0
c4	58	0.6
c5	13	0.3
c5	33	0.3
c5	57	0.7
c5	51	0.3
c6	74	0.6
c6	62	0.4
c6	26	0.6
c6	13	0.2
c7	57	0.4
c7	62	0.6
c7	59	0.7
c7	56	0.8
c8	6	0.6
c8	75	0.3
c8	13	0.6
c8	51	0.0
c9	56	0.6
c9	60	0.8
c9	6	0.6
c9	36	0.9
c10	13	0.7
c10	62	0.1
c10	36	0.5
c10	1	0.1
c11	1	0.8
c11	58	0.8
c11	56	0.2
c11	14	0.6
c12	74	0.8
c12	36	0.6
c12	21	0.2
c12	59	0.2
c13	14	0.4
c13	62	0.1
c13	74	0.8
c13	1	0.0
c14	59	0.3
c14	45	0.6
c14	14	0.5
c14	51	0.7
c15	74	0.3
c15	45	0.3
c15	58	0.1
c15	12	0.5
c16	51	0.3
c16	6	0.5
c16	68	0.9
c16	36	0.7
c17	12	0.9
c17	74	0.3
c17	75	0.8
c17	56	0.5
c18	59	0.8
c18	57	0.2
c18	74	0.1
c18	45	0.0
c19	14	0.7
c19	13	1.0
c19	75	0.9
c19	58	0.3
c20	36	0.8
c20	21	0.2
c20	59	0.7
c20	9	0.4
c21	3	0.8
c21	36	0.1
c21	60	1.0
c21	74	0.6
c22	62	0.0
c22	45	0.4
c22	9	0.2
c22	13	0.4
