c5	75	0.4
c23	39	0.6
c27	8	0.2
c9	10	0.3
c21	65	0.5
c10	17	0.2
c4	6	0.2
c15	3	0.8
c24	32	0.9
c11	43	0.4
c13	44	0.0
c28	30	0.9
c16	28	0.5
c0	1	0.3
c14	14	0.9
c5	30	0.6
c5	8	0.1
c5	17	0.3
c5	32	0.3
c23	8	0.6
c23	1	0.1
c23	10	0.5
c23	43	0.7
c27	65	0.2
c27	30	0.2
c27	39	0.7
c27	6	0.1
c9	8	0.8
c9	43	1.0
c9	75	0.6
c9	32	0.6
c21	3	0.6
c21	32	0.9
c21	14	0.9
c21	28	0.2
c10	43	0.6
c10	32	0.7
c10	30	0.6
c10	1	0.0
c4	1	0.6
c4	39	0.2
c4	3	0.2
c4	30	0.2
c15	75	0.9
c15	43	0.3
c15	14	0.6
c15	30	0.6
c24	39	1.0
c24	8	0.3
c24	43	0.0
c24	32	0.7
c11	1	0.3
c11	65	0.6
c11	6	0.9
c11	43	0.1
c13	65	0.5
c13	75	0.3
c13	28	0.5
c13	17	0.4
c28	17	0.9
c28	10	0.9
c28	1	0.2
c28	44	0.2
c16	1	0.0
c16	39	0.1
c16	14	0.7
c16	65	0.5
c0	10	0.9
c0	44	0.4
c0	43	0.9
c0	8	0.4
c14	10	0.1
c14	28	0.0
c14	6	0.2
c14	30	1.0
