c3	1	0.4
c8	30	0.9
c12	38	0.2
c2	16	0.5
c1	17	0.3
c4	28	1.0
c10	29	0.5
c6	32	0.5
c7	36	0.3
c0	24	0.7
c5	10	0.4
c9	21	0.8
c11	35	0.3
c0	35	0.2
c0	30	0.9
c0	29	1.0
c0	38	0.6
c1	30	0.1
c1	35	0.1
c1	17	0.1
c1	38	0.5
c2	32	0.1
c2	28	0.8
c2	29	0.8
c2	16	0.6
c3	1	0.9
c3	32	0.0
c3	28	0.5
c3	24	0.7
c4	10	0.7
c4	35	0.2
c4	16	0.7
c4	38	1.0
c5	38	0.9
c5	10	0.3
c5	16	0.3
c5	21	0.7
c6	21	0.9
c6	36	0.4
c6	16	0.8
c6	28	0.8
c7	28	0.5
c7	38	0.4
c7	1	0.1
c7	30	0.3
c8	36	0.3
c8	1	0.3
c8	17	0.3
c8	29	0.6
c9	36	0.1
c9	16	0.7
c9	32	0.0
c9	24	0.7
c10	36	0.6
c10	38	0.7
c10	17	0.0
c10	24	0.4
c11	21	0.5
c11	28	0.1
c11	16	0.1
c11	17	0.0
c12	36	0.4
c12	16	0.5
c12	24	0.3
c12	17	0.4
