c4	40	0.1
c10	51	0.3
c3	33	0.3
c11	9	0.9
c8	4	0.2
c2	75	0.8
c6	20	0.1
c0	14	0.6
c9	48	0.5
c12	34	0.8
c1	43	0.5
c13	19	0.5
c14	66	0.3
c5	65	0.1
c7	30	0.9
c0	9	1.0
c0	19	0.9
c0	33	0.1
c0	43	0.7
c1	65	0.5
c1	48	0.8
c1	14	0.4
c1	4	0.1
c2	40	0.6
c2	48	0.4
c2	20	0.1
c2	65	0.7
c3	9	0.6
c3	20	0.7
c3	66	0.3
c3	40	0.6
c4	30	0.1
c4	19	0.9
c4	48	0.2
c4	43	0.7
c5	20	0.4
c5	9	0.7
c5	51	0.8
c5	19	0.4
c6	43	0.5
c6	34	0.6
c6	9	0.4
c6	30	0.3
c7	4	0.6
c7	43	0.3
c7	75	0.1
c7	33	1.0
c8	30	0.2
c8	14	0.7
c8	40	0.0
c8	75	0.0
c9	4	1.0
c9	14	0.1
c9	51	1.0
c9	40	0.0
c10	75	1.0
c10	33	0.5
c10	4	0.3
c10	14	0.1
c11	34	0.8
c11	40	0.9
c11	65	0.2
c11	9	0.3
c12	33	0.2
c12	51	0.5
c12	14	0.7
c12	34	0.7
c13	75	0.7
c13	19	0.5
c13	48	0.4
c13	4	0.6
c14	14	0.6
c14	48	0.3
c14	34	0.5
c14	20	1.0
