c11	23	0.3
c9	20	0.3
c5	25	0.0
c2	42	0.1
c12	39	0.1
c4	9	0.3
c6	26	0.3
c8	38	0.8
c3	10	0.6
c0	37	0.5
c10	33	1.0
c1	36	0.3
c7	30	0.9
c11	36	0.5
c11	10	0.0
c11	39	0.5
c11	25	0.4
c9	20	0.3
c9	10	0.1
c9	42	0.1
c9	25	0.8
c5	25	1.0
c5	39	0.5
c5	20	0.2
c5	30	0.3
c2	23	0.5
c2	39	1.0
c2	30	0.1
c2	33	0.6
c12	9	0.7
c12	30	0.6
c12	42	0.5
c12	26	0.8
c4	9	0.3
c4	20	0.5
c4	42	0.2
c4	39	0.8
c6	37	0.0
c6	39	0.5
c6	9	0.7
c6	25	1.0
c8	25	0.4
c8	30	0.2
c8	42	0.1
c8	36	0.6
c3	39	0.3
c3	9	0.1
c3	10	0.1
c3	37	0.1
c0	9	0.4
c0	10	0.8
c0	39	0.9
c0	23	0.6
c10	23	0.9
c10	26	0.8
c10	39	0.9
c10	42	0.1
c1	23	0.8
c1	26	0.9
c1	39	0.8
c1	37	0.4
c7	39	0.1
c7	26	0.2
c7	38	0.8
c7	33	0.5
